Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10
Vest of the Great Hunt,146275556,"""6917529086272164035""",,Legendary,Chest Armor,lastwish,Hunter,650,Solar Damage Resistance,1,Vault,false,false,2,4,,5,1,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Fusion Rifle Aim,Unflinching Linear Fusion Aim,Unflinching Kinetic Aim*,Pulse Rifle Reserves*,Scout Rifle Reserves,,
Ancient Apocalypse Vest,3855285278,"""6917529088835924888""",,Legendary,Chest Armor,gambit,Hunter,650,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,2,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Gambit Leather*,Unflinching Shotgun Aim*,Unflinching Kinetic Aim,Hand Cannon Reserves*,Submachine Gun Reserves,,
Tangled Web Grips,3609169817,"""6917529097396509593""",,Legendary,Gauntlets,,Hunter,693,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Light Arms Loader*,Machine Gun Loader,Rocket Launcher Scavenger*,Special Ammo Finder,,,
Scatterhorn Vest,307138509,"""6917529088625842031""",,Legendary,Chest Armor,tangled,Hunter,634,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,3,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Tangled Rust*,Unflinching Shotgun Aim*,Unflinching Kinetic Aim,Hand Cannon Reserves*,Submachine Gun Reserves,,
Mask of Optimacy,3856371784,"""6917529096007974835""",,Legendary,Helmet,eververse,Hunter,10,Arc Damage Resistance,1,Vault,false,false,2,7,,5,3,1,1,1,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Heavy Lifting*,Hands-On,Linear Fusion Rifle Reserves*,Sniper Rifle Reserves,Empty Activity Mod Socket*,,
Wing Discipline,2124666626,"""6917529088646697677""",,Legendary,Helmet,crucible,Titan,500,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Hands-On*,Kinetic Weapon Targeting,Shotgun Reserves*,Sniper Rifle Reserves,,
Prodigal Vest,2766448160,"""6917529088625837767""",,Legendary,Chest Armor,,Hunter,650,Void Damage Resistance,1,Vault,false,false,2,4,,5,1,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Bow Aim*,Unflinching Light Arms Aim,Bow Reserves*,Pulse Rifle Reserves,,,
Tangled Web Hood,1664085089,"""6917529082010438034""",,Legendary,Helmet,,Warlock,600,Void Damage Resistance,3,Vault,false,false,2,4,,5,1,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 3 Armor*,Heavy Lifting*,Remote Connection,Rocket Launcher Reserves*,Sniper Rifle Reserves,,,
Wing Contender,3211001969,"""6917529086532966734""",,Legendary,Chest Armor,crucible,Hunter,650,Arc Damage Resistance,3,Vault,true,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Monochromatic*,Unflinching Auto Rifle Aim,Unflinching Kinetic Aim*,Hand Cannon Reserves,Special Ammo Finder*,,
Prodigal Strides,3397835010,"""6917529086191670162""",,Legendary,Leg Armor,,Hunter,623,Solar Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 4 Armor*,Bow Dexterity*,Traction,Pulse Rifle Scavenger*,Submachine Gun Scavenger,,,
Wing Contender,1084033161,"""6917529096060158376""",,Legendary,Leg Armor,crucible,Hunter,675,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,3,0,0,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Crucible Legacy*,Shotgun Dexterity*,Sniper Rifle Dexterity,Auto Rifle Scavenger*,Submachine Gun Scavenger,,
Vigil of Heroes,2072877132,"""6917529097608220984""",,Legendary,Leg Armor,strikes,Hunter,722,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Vanguard Veteran*,Rocket Launcher Dexterity*,Bomber,Auto Rifle Scavenger*,Special Ammo Finder,,
Vanguard Dare Cloak,4205222524,"""6917529087253733146""",,Legendary,Hunter Cloak,eververse,Hunter,10,Arc Damage Resistance,1,Vault,false,false,2,5,,5,3,0,0,0,,Tier 1 Armor*,Insulation*,Better Already,Sword Reserves*,Sidearm Scavenger,,,,,,
Tangled Web Cloak,25091086,"""6917529088275224559""",,Legendary,Hunter Cloak,,Hunter,635,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Insulation*,Invigoration,Auto Rifle Reserves*,Sword Reserves,,,,,,
Tangled Web Grips,3609169817,"""6917529086143653584""",,Legendary,Gauntlets,,Hunter,649,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Fastball,Light Arms Loader*,Fusion Rifle Scavenger,Shotgun Scavenger*,,,
Vigil of Heroes,1514863327,"""6917529087147286893""",,Legendary,Helmet,strikes,Titan,501,Void Damage Resistance,2,Vault,false,false,2,4,,5,1,1,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Vanguard Veteran*,Scout Rifle Targeting*,Scatter Projectile Targeting,Sword Reserves*,Special Ammo Finder,,
Scatterhorn Robe,1250571424,"""6917529081998575968""",,Legendary,Chest Armor,tangled,Warlock,600,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,0,2,2,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Tangled Rust*,Unflinching Grenade Launcher Aim,Unflinching Sidearm Aim*,Sidearm Reserves*,Primary Ammo Finder,,
Reverie Dawn Hood,185695659,"""6917529081893859107""",,Legendary,Helmet,dreaming,Warlock,600,Void Damage Resistance,2,Vault,false,false,2,4,,5,4,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Tier 2 Armor*,Burnished Dreams*,Sniper Rifle Targeting*,Hands-On,Enhanced Hand Cannon Targeting,Fusion Rifle Reserves,Special Ammo Finder*
Nea-Thonis Breather,2932919026,"""6917529096056957827""",,Legendary,Helmet,tangled,Hunter,635,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Super Mod*,Tier 1 Armor*,Precision Weapon Targeting*,Special Ammo Finder*,,,,
Iron Remembrance Hood,2340483067,"""6917529082004287408""",,Legendary,Helmet,ironbanner,Warlock,578,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Rusted Iron*,Hand Cannon Targeting*,Heavy Lifting,Sword Reserves*,Special Ammo Finder,,
Wing Discipline,1063904165,"""6917529088666845860""",,Legendary,Chest Armor,crucible,Titan,593,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Unflinching Power Aim*,Unflinching Large Arms,Hand Cannon Reserves*,Submachine Gun Reserves,,
Iron Fellowship Vest,2753509502,"""6917529086108000571""",,Legendary,Chest Armor,ironbanner,Hunter,644,Solar Damage Resistance,3,Vault,false,false,2,5,,N/A,N/A,2,0,2,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Iron Strength*,Unflinching Grenade Launcher Aim,Unflinching Linear Fusion Aim*,Bow Reserves,Special Ammo Finder*,,
Tangled Web Grips,3609169817,"""6917529088338410874""",,Legendary,Gauntlets,,Hunter,633,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Impact Induction*,Momentum Transfer,Linear Fusion Rifle Scavenger*,Sword Scavenger,,,
Vanguard Dare Cloak,4205222524,"""6917529088278127165""",,Legendary,Hunter Cloak,eververse,Hunter,10,Void Damage Resistance,1,Vault,false,false,2,5,,5,4,0,0,0,,Tier 1 Armor*,Innervation*,Invigoration,Fusion Rifle Reserves*,,,,,,,
Vigil of Heroes,1247181362,"""6917529086535427986""",,Legendary,Gauntlets,strikes,Hunter,650,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Vanguard Veteran*,Momentum Transfer*,Kinetic Weapon Loader,Special Ammo Finder*,Machine Gun Scavenger,,
Prodigal Robes,1553407343,"""6917529082681619214""",,Legendary,Chest Armor,,Warlock,579,Void Damage Resistance,3,Vault,false,false,2,4,,5,1,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 3 Armor*,Unflinching Shotgun Aim*,Unflinching Light Arms Aim,Hand Cannon Reserves*,Pulse Rifle Reserves,,,
Ancient Apocalypse Grips,2130645994,"""6917529096363518358""",,Legendary,Gauntlets,gambit,Hunter,665,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Gambit Leather*,Submachine Gun Loader*,Momentum Transfer,Linear Fusion Rifle Scavenger*,Heavy Ammo Finder,,
Prodigal Vest,2766448160,"""6917529088580916379""",,Legendary,Chest Armor,,Hunter,634,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Bow Aim*,Unflinching Rifle Aim,Hand Cannon Reserves*,Sidearm Reserves,,,
Tangled Web Cloak,25091086,"""6917529088507497360""",,Legendary,Hunter Cloak,,Hunter,633,Void Damage Resistance,2,Vault,false,false,2,4,,5,2,0,0,0,,Tier 2 Armor*,Insulation*,Better Already,Pulse Rifle Reserves*,Auto Rifle Scavenger,,,,,,
Prodigal Grasps,2762426792,"""6917529088327072900""",,Legendary,Gauntlets,,Hunter,650,Solar Damage Resistance,3,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Scout Rifle Loader*,Impact Induction,Rocket Launcher Scavenger*,Sniper Rifle Scavenger,,,
Wing Contender,2331227463,"""6917529088634843183""",,Legendary,Gauntlets,crucible,Hunter,626,Void Damage Resistance,2,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Crucible Legacy*,Fastball*,Momentum Transfer,Grenade Launcher Scavenger*,Rocket Launcher Scavenger,,
Ancient Apocalypse Robes,4188366993,"""6917529082667438955""",,Legendary,Chest Armor,gambit,Warlock,600,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,2,2,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Gambit Leather*,Unflinching Shotgun Aim*,Unflinching Light Arms Aim,Scout Rifle Reserves*,Special Ammo Finder,,
Prodigal Vest,2766448160,"""6917529088631991291""",,Legendary,Chest Armor,,Hunter,626,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Bow Aim*,Unflinching Linear Fusion Aim,Hand Cannon Reserves*,Submachine Gun Reserves,,,
Ancient Apocalypse Bond,2088829612,"""6917529082001395571""",,Legendary,Warlock Bond,gambit,Warlock,600,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,0,0,0,,Tier 1 Armor*,Gambit Leather*,Innervation,Recuperation*,Bow Reserves*,Fusion Rifle Scavenger,,,,,
Vigil of Heroes,1007759904,"""6917529088666849590""",,Legendary,Leg Armor,strikes,Titan,570,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Vanguard Veteran*,Perpetuation*,Outreach,Arrow Scavenger*,Hand Cannon Scavenger,,
Iron Remembrance Gloves,3799661482,"""6917529082013087463""",,Legendary,Gauntlets,ironbanner,Warlock,600,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Rusted Iron*,Power Weapon Loader*,Light Arms Loader,Linear Fusion Rifle Scavenger*,Sword Scavenger,,
Wing Contender,1127237110,"""6917529083278023266""",,Legendary,Helmet,crucible,Hunter,571,Solar Damage Resistance,1,Vault,false,false,2,4,,5,3,1,1,1,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Shotgun Targeting*,Ashes to Assets,Shotgun Reserves*,Sniper Rifle Reserves,,
Wing Contender,3211001969,"""6917529088406481590""",,Legendary,Chest Armor,crucible,Hunter,627,Void Damage Resistance,1,Vault,true,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Unflinching Bow Aim*,Unflinching Submachine Gun Aim,Hand Cannon Reserves*,Submachine Gun Reserves,,
Iron Remembrance Casque,1944853984,"""6917529082379455344""",,Legendary,Helmet,ironbanner,Hunter,580,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Rusted Iron*,Ashes to Assets*,Power Weapon Targeting,Grenade Launcher Reserves*,Heavy Ammo Finder,,
Prodigal Grasps,2762426792,"""6917529096056956224""",,Legendary,Gauntlets,,Hunter,640,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Momentum Transfer*,Rifle Loader,Sniper Rifle Scavenger*,Special Ammo Finder,,,
Vigil of Heroes,1490307366,"""6917529088666847646""",,Legendary,Gauntlets,strikes,Titan,578,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Vanguard Veteran*,Momentum Transfer*,Rifle Loader,Fusion Rifle Scavenger*,Grenade Launcher Scavenger,,
Scatterhorn Vest,307138509,"""6917529096056953338""",,Legendary,Chest Armor,tangled,Hunter,672,Arc Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Tangled Rust*,Unflinching Power Aim*,Unflinching Rifle Aim,Auto Rifle Reserves,Special Ammo Finder*,,
Mask of the Great Hunt,3838639757,"""6917529086269023229""",,Legendary,Helmet,lastwish,Hunter,650,Arc Damage Resistance,4,Vault,false,false,2,4,,5,4,1,1,1,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 4 Armor*,Dreaming Spectrum*,Bow Targeting,Ashes to Assets,Power Weapon Targeting*,Linear Fusion Rifle Reserves,Heavy Ammo Finder*,
Frostreach Robes,2702372534,"""6917529086215314918""",,Legendary,Chest Armor,eververse,Warlock,10,Arc Damage Resistance,2,Vault,false,false,2,5,The Dawning,N/A,N/A,1,1,2,,Tier 2 Armor*,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Unflinching Shotgun Aim*,Unflinching Sidearm Aim,Auto Rifle Reserves*,Submachine Gun Reserves,,,
Tangled Web Strides,2206284939,"""6917529087205582706""",,Legendary,Leg Armor,,Hunter,635,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Perpetuation*,Oversize Weapon Dexterity,Sidearm Scavenger*,Special Ammo Finder,,,
Tangled Web Strides,2206284939,"""6917529086119856547""",,Legendary,Leg Armor,,Hunter,646,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Auto Rifle Dexterity,Perpetuation*,Auto Rifle Scavenger,Hand Cannon Scavenger*,,,
Vanguard Dare Boots,3576712697,"""6917529083292378588""",,Legendary,Leg Armor,eververse,Hunter,10,Arc Damage Resistance,3,Vault,false,false,2,5,,5,1,1,1,1,,Tier 3 Armor*,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Shotgun Dexterity*,Sidearm Dexterity,Auto Rifle Scavenger*,Primary Ammo Finder,,,
Iron Remembrance Grips,3847368113,"""6917529082110033987""",,Legendary,Gauntlets,ironbanner,Hunter,579,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Heavy Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Rusted Iron*,Fastball,Momentum Transfer*,Linear Fusion Rifle Scavenger,Special Ammo Finder*,,
Vanguard Dare Cloak,4205222524,"""6917529083292373591""",,Legendary,Hunter Cloak,eververse,Hunter,10,Arc Damage Resistance,2,Vault,false,false,2,5,,5,7,0,0,0,,Tier 2 Armor*,Innervation*,Recuperation,Hand Cannon Reserves*,Sword Scavenger,,,,,,
Frostveil Mask,2891490654,"""6917529086257103209""",,Legendary,Helmet,eververse,Hunter,10,Void Damage Resistance,1,Vault,false,false,2,5,The Dawning,N/A,N/A,1,0,2,,Tier 1 Armor*,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Ashes to Assets*,Precision Weapon Targeting,Fusion Rifle Reserves*,Linear Fusion Rifle Reserves,,,
Tangled Web Grips,3609169817,"""6917529096005073056""",,Legendary,Gauntlets,,Hunter,665,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Shotgun Loader*,Momentum Transfer,Grenade Launcher Scavenger*,Sword Scavenger,,,
Road Complex AA1,1415533220,"""6917529096056956184""",,Legendary,Chest Armor,,Hunter,648,,,Vault,false,false,1,1,,5,1,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork Upgrade*,,,,,,,
Prodigal Strides,3397835010,"""6917529096832213053""",,Legendary,Leg Armor,,Hunter,672,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Rocket Launcher Dexterity*,Traction,Arrow Scavenger*,Hand Cannon Scavenger,,,
Ancient Apocalypse Mask,629787707,"""6917529088447848429""",,Legendary,Helmet,gambit,Hunter,650,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Gambit Leather*,Heavy Lifting*,Pump Action,Grenade Launcher Reserves*,Heavy Ammo Finder,,
Wing Contender,2331227463,"""6917529085338487515""",,Legendary,Gauntlets,crucible,Hunter,630,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Shrouded Stripes*,Scout Rifle Loader,Energy Weapon Loader*,Shotgun Scavenger,Sniper Rifle Scavenger*,,
Vigil of Heroes,3916064886,"""6917529096007974636""",,Legendary,Chest Armor,strikes,Hunter,659,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,3,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Vanguard Veteran*,Unflinching Submachine Gun Aim*,Unflinching Sniper Aim,Pulse Rifle Reserves*,Sidearm Reserves,,
Dead End Cure 2.1,1998314509,"""6917529096056953490""",,Legendary,Gauntlets,,Hunter,648,,,Vault,false,false,1,1,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork Upgrade*,,,,,,,
Scatterhorn Cloak,2757593792,"""6917529084752240714""",,Legendary,Hunter Cloak,tangled,Hunter,618,Void Damage Resistance,2,Vault,false,false,2,4,,1,1,0,0,0,,Tier 2 Armor*,Frumious Blue*,Innervation*,Invigoration,Auto Rifle Reserves*,Submachine Gun Scavenger,,,,,
Woven Firesmith Cape,4106007668,"""6917529087053059443""",,Legendary,Hunter Cloak,blackarmory,Hunter,650,Void Damage Resistance,1,Vault,false,false,2,5,,5,1,0,0,0,,Tier 1 Armor*,New Age Black Armory*,Innervation*,Recuperation,Fusion Rifle Reserves*,Pulse Rifle Scavenger,,,,,
Scatterhorn Cloak,2757593792,"""6917529086760138764""",,Legendary,Hunter Cloak,tangled,Hunter,650,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 2 Armor*,Tangled Rust*,Invigoration,Better Already*,Grenade Launcher Scavenger*,Heavy Ammo Finder,,,,,
Wing Contender,2331227463,"""6917529088272235958""",,Legendary,Gauntlets,crucible,Hunter,650,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Impact Mod*,Tier 2 Armor*,Crucible Legacy*,Momentum Transfer*,Power Weapon Loader,Rocket Launcher Scavenger*,Special Ammo Finder,
Scatterhorn Grasps,218523139,"""6917529096357671911""",,Legendary,Gauntlets,tangled,Hunter,663,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Tangled Rust*,Fastball*,Light Arms Loader,Sniper Rifle Scavenger*,Special Ammo Finder,,
Wing Contender,1084033161,"""6917529086266253732""",,Legendary,Leg Armor,crucible,Hunter,650,Solar Damage Resistance,1,Vault,false,false,2,4,,5,2,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Fusion Rifle Dexterity,Perpetuation*,Pulse Rifle Scavenger*,Scout Rifle Scavenger,,
Wing Contender,2331227463,"""6917529086573121321""",,Legendary,Gauntlets,crucible,Hunter,650,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Crucible Legacy*,Momentum Transfer*,Energy Weapon Loader,Heavy Ammo Finder*,Machine Gun Scavenger,,
Wing Contender,3211001969,"""6917529087202591307""",,Legendary,Chest Armor,crucible,Hunter,650,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Crucible Legacy*,Unflinching Power Aim*,Unflinching Light Arms Aim,Pulse Rifle Reserves*,Submachine Gun Reserves,,
Wing Contender,3211001969,"""6917529088292079052""",,Legendary,Chest Armor,crucible,Hunter,650,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Crucible Legacy*,Unflinching Linear Fusion Aim*,Unflinching Power Aim,Scout Rifle Reserves*,Sidearm Reserves,,
Prodigal Vest,2766448160,"""6917529088280989661""",,Legendary,Chest Armor,,Hunter,650,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Bow Aim*,Unflinching Rifle Aim,Auto Rifle Reserves*,Hand Cannon Reserves,,,
Tangled Web Gloves,2502004600,"""6917529085236479263""",,Legendary,Gauntlets,,Warlock,606,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Fastball*,Momentum Transfer,Heavy Ammo Finder*,Machine Gun Scavenger,,,
Tangled Web Cloak,25091086,"""6917529088504399489""",,Legendary,Hunter Cloak,,Hunter,634,Arc Damage Resistance,1,Vault,false,false,2,4,,5,2,0,0,0,,Tier 1 Armor*,Innervation*,Better Already,Fusion Rifle Reserves*,Sword Scavenger,,,,,,
Wing Theorem,997903134,"""6917529086197372202""",,Legendary,Chest Armor,crucible,Warlock,614,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Unflinching Scout Rifle Aim*,Unflinching Machine Gun,Submachine Gun Reserves*,Primary Ammo Finder,,
Tangled Web Grips,3609169817,"""6917529096832219991""",,Legendary,Gauntlets,,Hunter,682,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Momentum Transfer*,Large Weapon Loader,Rocket Launcher Scavenger*,Shotgun Scavenger,,,
Wing Contender,1069887756,"""6917529086122644878""",,Legendary,Hunter Cloak,crucible,Hunter,646,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 3 Armor*,Crucible Legacy*,Innervation*,Recuperation,Sniper Rifle Reserves,Heavy Ammo Finder*,,,,,
BrayTech Researcher's Robes,2556748915,"""6917529086098930966""",,Legendary,Chest Armor,mars,Warlock,618,,,Vault,false,false,1,3,,5,1,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Masterwork Upgrade*,,,,,,,
Wing Contender,3211001969,"""6917529096420856102""",,Legendary,Chest Armor,crucible,Hunter,658,Solar Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,2,0,2,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 4 Armor*,Crucible Legacy*,Unflinching Linear Fusion Aim*,Unflinching Sidearm Aim,Pulse Rifle Reserves*,Special Ammo Finder,,
